Time,theta
0.0,0.5235987755982988
0.001,0.5235979589318247
0.002,0.5235955089347126
0.003,0.5235914256138937
0.004,0.5235857089809198
0.005,0.5235783590519635
0.006,0.5235693758478179
0.007,0.5235587593938972
0.008,0.523546509720236
0.009000000000000001,0.5235326268614898
0.010000000000000002,0.5235171108569348
0.011000000000000003,0.5234999617504678
0.012000000000000004,0.5234811795906065
0.013000000000000005,0.5234607644304893
0.014000000000000005,0.5234387163278752
0.015000000000000006,0.523415035345144
0.016000000000000007,0.5233897215492963
0.017000000000000008,0.5233627750119533
0.01800000000000001,0.523334195809357
0.01900000000000001,0.5233039840223702
0.02000000000000001,0.5232721397364762
0.02100000000000001,0.5232386630417792
0.022000000000000013,0.5232035540330042
0.023000000000000013,0.5231668128094967
0.024000000000000014,0.523128439475223
0.025000000000000015,0.5230884341387703
0.026000000000000016,0.5230467969133462
0.027000000000000017,0.5230035279167793
0.028000000000000018,0.5229586272715188
0.02900000000000002,0.5229120951046345
0.03000000000000002,0.5228639315478173
0.03100000000000002,0.5228141367373784
0.03200000000000002,0.52276271081425
0.03300000000000002,0.5227096539239847
0.03400000000000002,0.5226549662167562
0.035000000000000024,0.5225986478473587
0.036000000000000025,0.5225406989752069
0.037000000000000026,0.5224811197643368
0.03800000000000003,0.5224199103834044
0.03900000000000003,0.5223570710056868
0.04000000000000003,0.5222926018090818
0.04100000000000003,0.5222265029761076
0.04200000000000003,0.5221587746939036
0.04300000000000003,0.5220894171542294
0.04400000000000003,0.5220184305534654
0.04500000000000003,0.5219458150926128
0.046000000000000034,0.5218715709772934
0.047000000000000035,0.5217956984177498
0.048000000000000036,0.5217181976288449
0.04900000000000004,0.5216390688300625
0.05000000000000004,0.5215583122455071
0.05100000000000004,0.5214759281039036
0.05200000000000004,0.521391916638598
0.05300000000000004,0.5213062780875563
0.05400000000000004,0.5212190126933655
0.05500000000000004,0.5211301207032332
0.05600000000000004,0.5210396023689875
0.057000000000000044,0.5209474579470771
0.058000000000000045,0.5208536876985712
0.059000000000000045,0.5207582918891598
0.060000000000000046,0.5206612707891531
0.06100000000000005,0.5205626246734822
0.06200000000000005,0.5204623538216986
0.06300000000000004,0.5203604585179742
0.06400000000000004,0.5202569390511015
0.06500000000000004,0.5201517957144934
0.06600000000000004,0.5200450288061834
0.06700000000000005,0.5199366386288254
0.06800000000000005,0.5198266254896937
0.06900000000000005,0.5197149897006831
0.07000000000000005,0.5196017315783086
0.07100000000000005,0.5194868514437058
0.07200000000000005,0.5193703496226305
0.07300000000000005,0.5192522264454591
0.07400000000000005,0.519132482247188
0.07500000000000005,0.519011117367434
0.07600000000000005,0.5188881321504342
0.07700000000000005,0.5187635269450458
0.07800000000000006,0.5186373021047466
0.07900000000000006,0.518509457987634
0.08000000000000006,0.5183799949564262
0.08100000000000006,0.518248913378461
0.08200000000000006,0.5181162136256966
0.08300000000000006,0.5179818960747112
0.08400000000000006,0.517845961106703
0.08500000000000006,0.5177084091074902
0.08600000000000006,0.5175692404675108
0.08700000000000006,0.5174284555818232
0.08800000000000006,0.5172860548501051
0.08900000000000007,0.5171420386766546
0.09000000000000007,0.5169964074703892
0.09100000000000007,0.5168491616448463
0.09200000000000007,0.516700301618183
0.09300000000000007,0.5165498278131763
0.09400000000000007,0.5163977406572223
0.09500000000000007,0.5162440405823373
0.09600000000000007,0.5160887280251568
0.09700000000000007,0.5159318034269358
0.09800000000000007,0.5157732672335487
0.09900000000000007,0.5156131198954894
0.10000000000000007,0.515451361867871
0.10100000000000008,0.515287993610426
0.10200000000000008,0.5151230155875058
0.10300000000000008,0.5149564282680813
0.10400000000000008,0.5147882321257422
0.10500000000000008,0.5146184276386975
0.10600000000000008,0.5144470152897747
0.10700000000000008,0.5142739955664205
0.10800000000000008,0.5140993689607004
0.10900000000000008,0.5139231359692985
0.11000000000000008,0.5137452970935176
0.11100000000000008,0.5135658528392789
0.11200000000000009,0.5133848037171225
0.11300000000000009,0.5132021502422065
0.11400000000000009,0.5130178929343076
0.11500000000000009,0.5128320323178204
0.11600000000000009,0.512644568921758
0.11700000000000009,0.5124555032797515
0.11800000000000009,0.5122648359300498
0.11900000000000009,0.5120725674155198
0.12000000000000009,0.5118786982836461
0.1210000000000001,0.511683229086531
0.1220000000000001,0.5114861603808943
0.1230000000000001,0.5112874927280735
0.1240000000000001,0.5110872266940232
0.12500000000000008,0.5108853628493153
0.12600000000000008,0.5106819017691389
0.12700000000000009,0.5104768440332998
0.12800000000000009,0.5102701902262213
0.1290000000000001,0.5100619409369429
0.1300000000000001,0.509852096759121
0.1310000000000001,0.5096406582910284
0.1320000000000001,0.5094276261355545
0.1330000000000001,0.5092130009002046
0.1340000000000001,0.5089967831971004
0.1350000000000001,0.5087789736429794
0.1360000000000001,0.5085595728591951
0.1370000000000001,0.5083385814717164
0.1380000000000001,0.508116000111128
0.1390000000000001,0.5078918294126299
0.1400000000000001,0.5076660700160373
0.1410000000000001,0.5074387225657803
0.1420000000000001,0.5072097877109042
0.1430000000000001,0.5069792661050688
0.1440000000000001,0.5067471584065486
0.1450000000000001,0.5065134652782323
0.1460000000000001,0.506278187387623
0.1470000000000001,0.5060413254068377
0.1480000000000001,0.5058028800126072
0.1490000000000001,0.5055628518862761
0.1500000000000001,0.5053212417138024
0.1510000000000001,0.5050780501857574
0.1520000000000001,0.5048332779973251
0.1530000000000001,0.504586925848303
0.1540000000000001,0.5043389944431007
0.1550000000000001,0.5040894844907404
0.1560000000000001,0.5038383967048566
0.1570000000000001,0.5035857318036957
0.1580000000000001,0.5033314905101159
0.1590000000000001,0.503075673551587
0.16000000000000011,0.5028182816601899
0.16100000000000012,0.5025593155726168
0.16200000000000012,0.5022987760301706
0.16300000000000012,0.5020366637787648
0.16400000000000012,0.5017729795689232
0.16500000000000012,0.5015077241557797
0.16600000000000012,0.501240898299078
0.16700000000000012,0.5009725027631714
0.16800000000000012,0.5007025383170224
0.16900000000000012,0.5004310057342024
0.17000000000000012,0.5001579057928917
0.17100000000000012,0.4998832392758788
0.17200000000000013,0.4996070069705606
0.17300000000000013,0.4993292096689417
0.17400000000000013,0.4990498481676342
0.17500000000000013,0.49876892326785754
0.17600000000000013,0.498486435775438
0.17700000000000013,0.4982023865008085
0.17800000000000013,0.49791677625900826
0.17900000000000013,0.49762960586968247
0.18000000000000013,0.4973408761570819
0.18100000000000013,0.49705058795006263
0.18200000000000013,0.49675874208208565
0.18300000000000013,0.4964653393912166
0.18400000000000014,0.4961703807201254
0.18500000000000014,0.4958738669160858
0.18600000000000014,0.495575798830975
0.18700000000000014,0.49527617732127344
0.18800000000000014,0.49497500324806426
0.18900000000000014,0.494672277477033
0.19000000000000014,0.4943680008784673
0.19100000000000014,0.49406217432725613
0.19200000000000014,0.4937547987028899
0.19300000000000014,0.49344587488945973
0.19400000000000014,0.49313540377565707
0.19500000000000015,0.4928233862547733
0.19600000000000015,0.4925098232246994
0.19700000000000015,0.4921947155879254
0.19800000000000015,0.4918780642515399
0.19900000000000015,0.49155987012722985
0.20000000000000015,0.4912401341312798
0.20100000000000015,0.49091885718457173
0.20200000000000015,0.49059604021258424
0.20300000000000015,0.4902716841453924
0.20400000000000015,0.48994578991766713
0.20500000000000015,0.48961835846867474
0.20600000000000016,0.48928939074227634
0.20700000000000016,0.48895888768692747
0.20800000000000016,0.4886268502556775
0.20900000000000016,0.4882932794061691
0.21000000000000016,0.48795817610063796
0.21100000000000016,0.4876215413059119
0.21200000000000016,0.48728337599341054
0.21300000000000016,0.48694368113914466
0.21400000000000016,0.48660245772371574
0.21500000000000016,0.4862597067323154
0.21600000000000016,0.48591542915472463
0.21700000000000016,0.48556962598531356
0.21800000000000017,0.4852222982230405
0.21900000000000017,0.4848734468714518
0.22000000000000017,0.48452307293868063
0.22100000000000017,0.484171177437447
0.22200000000000017,0.48381776138505667
0.22300000000000017,0.4834628258034009
0.22400000000000017,0.4831063717189555
0.22500000000000017,0.4827484001627804
0.22600000000000017,0.48238891217051894
0.22700000000000017,0.48202790878239715
0.22800000000000017,0.48166539104322315
0.22900000000000018,0.48130136000238644
0.23000000000000018,0.4809358167138573
0.23100000000000018,0.480568762236186
0.23200000000000018,0.4802001976325021
0.23300000000000018,0.47983012397051383
0.23400000000000018,0.47945854232250734
0.23500000000000018,0.47908545376534584
0.23600000000000018,0.47871085938046903
0.23700000000000018,0.4783347602538923
0.23800000000000018,0.47795715747620604
0.23900000000000018,0.4775780521425747
0.24000000000000019,0.47719744535273617
0.2410000000000002,0.4768153382110009
0.2420000000000002,0.4764317318262513
0.2430000000000002,0.4760466273119407
0.2440000000000002,0.47566002578609257
0.2450000000000002,0.4752719283712999
0.2460000000000002,0.4748823361947242
0.2470000000000002,0.4744912503880947
0.2480000000000002,0.47409867208770745
0.2490000000000002,0.4737046024344245
0.25000000000000017,0.4733090425736732
0.25100000000000017,0.47291199365544495
0.25200000000000017,0.47251345683429463
0.25300000000000017,0.4721134332693396
0.25400000000000017,0.47171192412425866
0.25500000000000017,0.4713089305672914
0.25600000000000017,0.470904453771237
0.2570000000000002,0.47049849491345347
0.2580000000000002,0.4700910551758566
0.2590000000000002,0.46968213574491907
0.2600000000000002,0.46927173781166936
0.2610000000000002,0.46885986257169093
0.2620000000000002,0.4684465112251211
0.2630000000000002,0.46803168497665004
0.2640000000000002,0.4676153850355198
0.2650000000000002,0.46719761261552334
0.2660000000000002,0.46677836893500335
0.2670000000000002,0.46635765521685135
0.2680000000000002,0.4659354726885065
0.2690000000000002,0.4655118225819545
0.2700000000000002,0.46508670613372677
0.2710000000000002,0.4646601245848991
0.2720000000000002,0.4642320791810905
0.2730000000000002,0.4638025711724623
0.2740000000000002,0.46337160181371695
0.2750000000000002,0.46293917236409665
0.2760000000000002,0.4625052840873826
0.2770000000000002,0.4620699382518935
0.2780000000000002,0.46163313613048457
0.2790000000000002,0.4611948790005462
0.2800000000000002,0.46075516814400275
0.2810000000000002,0.4603140048473116
