Time,theta
0.0,0.7853981633974483
0.001,0.785396880687692
0.002,0.7853930329901382
0.003,0.7853866209585212
0.004,0.7853776452547877
0.005,0.7853661065490927
0.006,0.7853520055197949
0.007,0.7853353428534527
0.008,0.78531611924482
0.009000000000000001,0.7852943353968416
0.010000000000000002,0.7852699920206488
0.011000000000000003,0.7852430898355556
0.012000000000000004,0.7852136295690536
0.013000000000000005,0.7851816119568081
0.014000000000000005,0.7851470377426535
0.015000000000000006,0.7851099076785885
0.016000000000000007,0.7850702225247721
0.017000000000000008,0.7850279830495188
0.01800000000000001,0.7849831900292943
0.01900000000000001,0.7849358442487104
0.02000000000000001,0.7848859465005211
0.02100000000000001,0.7848334975856174
0.022000000000000013,0.7847784983130228
0.023000000000000013,0.7847209494998889
0.024000000000000014,0.7846608519714905
0.025000000000000015,0.7845982065612206
0.026000000000000016,0.7845330141105862
0.027000000000000017,0.7844652754692032
0.028000000000000018,0.7843949914947914
0.02900000000000002,0.7843221630531703
0.03000000000000002,0.7842467910182533
0.03100000000000002,0.7841688762720441
0.03200000000000002,0.7840884197046305
0.03300000000000002,0.7840054222141802
0.03400000000000002,0.7839198847069359
0.035000000000000024,0.7838318080972098
0.036000000000000025,0.783741193307379
0.037000000000000026,0.7836480412678807
0.03800000000000003,0.7835523529172064
0.03900000000000003,0.7834541292018974
0.04000000000000003,0.7833533710765397
0.04100000000000003,0.7832500795037586
0.04200000000000003,0.7831442554542135
0.04300000000000003,0.7830358999065933
0.04400000000000003,0.7829250138476103
0.04500000000000003,0.7828115982719958
0.046000000000000034,0.7826956541824943
0.047000000000000035,0.7825771825898586
0.048000000000000036,0.7824561845128444
0.04900000000000004,0.7823326609782044
0.05000000000000004,0.782206613020684
0.05100000000000004,0.7820780416830149
0.05200000000000004,0.7819469480159106
0.05300000000000004,0.7818133330780602
0.05400000000000004,0.7816771979361234
0.05500000000000004,0.781538543664725
0.05600000000000004,0.781397371346449
0.057000000000000044,0.7812536820718338
0.058000000000000045,0.7811074769393658
0.059000000000000045,0.7809587570554746
0.060000000000000046,0.7808075235345268
0.06100000000000005,0.7806537774988208
0.06200000000000005,0.780497520078581
0.06300000000000004,0.7803387524119518
0.06400000000000004,0.7801774756449926
0.06500000000000004,0.7800136909316716
0.06600000000000004,0.77984739943386
0.06700000000000005,0.7796786023213262
0.06800000000000005,0.7795073007717308
0.06900000000000005,0.7793334959706195
0.07000000000000005,0.7791571891114184
0.07100000000000005,0.7789783813954273
0.07200000000000005,0.7787970740318143
0.07300000000000005,0.7786132682376098
0.07400000000000005,0.7784269652377004
0.07500000000000005,0.778238166264823
0.07600000000000005,0.778046872559559
0.07700000000000005,0.7778530853703279
0.07800000000000006,0.7776568059533818
